id,Lat,Lon,HarvestYear,Source,YieldTonHa,MWMT,MCMT,MAT,MAP,Potassium_g_kg_0-20_m,Nitrogen_g_kg_0-20_m,Phosphorus_g_kg_0-20_m,OrganicCarbon_g_kg_0-20_m
191,5.98776036565,7.09183471113,2013,LSMS_NGA2012,1.9823177258851,28.8,24.6,26.6,1942,42,80,22,27
192,5.98776036565,7.09183471113,2013,LSMS_NGA2012,0.76138267093041,28.8,24.6,26.6,1942,42,80,22,27
193,5.98776036565,7.09183471113,2013,LSMS_NGA2012,1.53364223715983,28.8,24.6,26.6,1942,42,80,22,27
194,10.0746622967,9.60863965762,2013,LSMS_NGA2012,0.587242163987374,30.7,23.8,26.4,1058,45,48,24,18
195,10.0746622967,9.60863965762,2013,LSMS_NGA2012,1.88117428273512,30.7,23.8,26.4,1058,45,48,24,18
196,10.0746622967,9.60863965762,2013,LSMS_NGA2012,2.54018788923087,30.7,23.8,26.4,1058,45,48,24,18
197,10.0746622967,9.60863965762,2013,LSMS_NGA2012,1.12634356696917,30.7,23.8,26.4,1058,45,48,24,18
198,10.0746622967,9.60863965762,2013,LSMS_NGA2012,2.43894110932797,30.7,23.8,26.4,1058,45,48,24,18
199,10.0746622967,9.60863965762,2013,LSMS_NGA2012,0.487974904147787,30.7,23.8,26.4,1058,45,48,24,18
200,10.0746622967,9.60863965762,2013,LSMS_NGA2012,1.47548844815502,30.7,23.8,26.4,1058,45,48,24,18
201,10.3043968777,9.84682965897,2013,LSMS_NGA2012,0.73764445537251,30.9,23.8,26.5,1005,45,56,23,19
202,10.3043968777,9.84682965897,2013,LSMS_NGA2012,0.886988761852387,30.9,23.8,26.5,1005,45,56,23,19
203,10.7770268111,9.17261204795,2013,LSMS_NGA2012,0.553501450173799,30.8,23.5,26.5,995,45,49,23,19
204,10.7770268111,9.17261204795,2013,LSMS_NGA2012,1.48809523809524,30.8,23.5,26.5,995,45,49,23,19
205,10.7770268111,9.17261204795,2013,LSMS_NGA2012,0.987651882341031,30.8,23.5,26.5,995,45,49,23,19
206,10.7770268111,9.17261204795,2013,LSMS_NGA2012,0.540831712640968,30.8,23.5,26.5,995,45,49,23,19
207,10.7770268111,9.17261204795,2013,LSMS_NGA2012,1.26739098061209,30.8,23.5,26.5,995,45,49,23,19
208,10.7770268111,9.17261204795,2013,LSMS_NGA2012,2.40549828178694,30.8,23.5,26.5,995,45,49,23,19
209,10.7770268111,9.17261204795,2013,LSMS_NGA2012,2.29686391942601,30.8,23.5,26.5,995,45,49,23,19
210,10.2374167796,10.1316668985,2013,LSMS_NGA2012,2.36350744504845,31.7,24.4,27.2,974,43,71,23,23
211,10.2374167796,10.1316668985,2013,LSMS_NGA2012,0.319113290536695,31.7,24.4,27.2,974,43,71,23,23
212,10.2374167796,10.1316668985,2013,LSMS_NGA2012,0.748222970445193,31.7,24.4,27.2,974,43,71,23,23
213,10.2374167796,10.1316668985,2013,LSMS_NGA2012,0.690395085491624,31.7,24.4,27.2,974,43,71,23,23
214,10.2374167796,10.1316668985,2013,LSMS_NGA2012,0.589362015618093,31.7,24.4,27.2,974,43,71,23,23
215,10.2374167796,10.1316668985,2013,LSMS_NGA2012,0.364431486880467,31.7,24.4,27.2,974,43,71,23,23
216,10.2374167796,10.1316668985,2013,LSMS_NGA2012,1.23228589032656,31.7,24.4,27.2,974,43,71,23,23
217,10.2374167796,10.1316668985,2013,LSMS_NGA2012,0.383572853270598,31.7,24.4,27.2,974,43,71,23,23
